latitude,longitude,datetime,Wildfire,pr,rmax,rmin,sph,srad,tmmn,tmmx,vs,bi,fm100,fm1000,erc,etr,pet,vpd
38.4133869990813,-120.669027,2018-06-13,No,0.0,56.1,23.9,0.00899,352.1,291.2,307.8,2.4,42.0,8.1,11.8,59.0,9.3,7.3,2.44
38.4133869990813,-120.669027,2018-06-14,No,0.0,53.0,25.8,0.00847,352.3,291.1,305.5,3.7,51.0,7.8,11.5,60.0,10.5,7.8,2.18
38.4133869990813,-120.669027,2018-06-15,No,0.0,71.2,31.6,0.00897,351.2,287.7,303.2,4.7,56.0,8.3,11.3,59.0,9.9,7.4,1.6
38.4133869990813,-120.669027,2018-06-16,No,0.0,100.0,38.6,0.00925,349.4,282.3,300.5,4.2,49.0,10.4,11.4,54.0,7.6,6.0,1.0
38.4133869990813,-120.669027,2018-06-17,No,0.0,100.0,47.9,0.00896,298.2,281.6,296.5,2.9,38.0,12.2,11.6,49.0,5.3,4.4,0.63
38.4133869990813,-120.669027,2018-06-18,No,0.0,88.3,37.2,0.00904,350.5,284.7,300.7,3.1,41.0,12.1,11.7,51.0,7.4,6.0,1.15
38.4133869990813,-120.669027,2018-06-19,No,0.0,65.1,30.9,0.0092,343.1,289.4,304.0,1.7,35.0,10.8,11.6,54.0,7.3,6.1,1.76
38.4133869990813,-120.669027,2018-06-20,No,0.0,61.4,30.3,0.00928,347.8,290.4,304.5,2.7,42.0,10.0,11.5,56.0,8.7,6.9,1.87
38.4133869990813,-120.669027,2018-06-21,No,0.0,46.6,20.4,0.00708,360.4,290.1,306.2,2.3,43.0,8.8,11.2,60.0,9.2,7.2,2.42
38.4133869990813,-120.669027,2018-06-22,No,0.0,44.7,18.8,0.00759,359.5,291.8,308.7,1.9,42.0,7.8,11.0,63.0,9.0,7.2,2.84
38.4133869990813,-120.669027,2018-06-23,No,0.0,43.5,20.3,0.00812,354.0,293.3,308.7,2.9,50.0,7.1,10.6,65.0,10.6,8.0,2.86
38.4133869990813,-120.669027,2018-06-24,No,0.0,57.0,22.1,0.00845,353.1,290.0,308.0,2.5,48.0,7.1,10.4,66.0,9.5,7.4,2.48
38.4133869990813,-120.669027,2018-06-25,No,0.0,63.5,31.3,0.00958,349.8,290.4,304.5,1.9,41.0,7.5,10.2,64.0,7.7,6.4,1.83
38.4133869990813,-120.669027,2018-06-26,No,0.0,47.1,22.4,0.00761,355.0,291.1,305.9,2.7,49.0,7.1,10.1,67.0,9.6,7.4,2.36
38.4133869990813,-120.669027,2018-06-27,No,0.0,43.9,18.8,0.00623,354.1,288.9,305.2,3.6,58.0,6.7,9.9,69.0,10.8,8.0,2.34
38.4133869990813,-120.669027,2018-06-28,No,0.0,55.1,27.8,0.00736,353.0,288.3,301.9,3.0,51.0,6.9,9.8,67.0,8.7,6.8,1.72
38.4133869990813,-120.669027,2018-06-29,No,0.0,60.2,27.3,0.00856,349.9,289.4,304.8,2.5,48.0,7.1,9.7,68.0,8.6,6.8,1.96
38.4133869990813,-120.669027,2018-06-30,No,0.0,44.6,21.6,0.00841,353.7,293.5,308.3,2.2,48.0,6.7,9.5,70.0,9.3,7.4,2.77
38.4133869990813,-120.669027,2018-07-01,No,0.0,50.4,20.6,0.00844,365.8,293.1,308.4,2.5,51.0,6.6,9.3,72.0,10.0,7.7,2.75
38.4133869990813,-120.669027,2018-07-02,No,0.0,61.4,26.2,0.0094,362.7,291.7,306.5,2.4,49.0,6.9,9.1,70.0,9.0,7.2,2.22
48.0666999990624,-106.134,2014-06-14,No,0.0,100.0,43.0,0.00754,276.8,281.2,293.4,3.8,38.0,12.0,13.6,44.0,5.1,4.1,0.58
48.0666999990624,-106.134,2014-06-15,No,0.0,100.0,33.8,0.00686,224.9,279.9,295.0,5.2,46.0,12.4,13.5,44.0,6.0,4.4,0.76
48.0666999990624,-106.134,2014-06-16,No,1.3,81.5,32.1,0.00685,232.4,283.6,295.7,2.9,0.0,12.1,13.5,33.0,5.6,4.4,0.96
48.0666999990624,-106.134,2014-06-17,No,57.0,94.1,44.5,0.00922,222.2,285.8,296.2,5.8,0.0,15.8,14.7,26.0,5.9,4.4,0.73
48.0666999990624,-106.134,2014-06-18,No,2.5,100.0,64.9,0.01133,249.6,281.3,294.2,4.4,0.0,16.7,15.0,23.0,2.8,2.7,0.06
48.0666999990624,-106.134,2014-06-19,No,0.0,84.5,31.3,0.00675,234.2,282.8,295.8,4.2,36.0,14.7,15.0,38.0,6.4,4.7,0.95
48.0666999990624,-106.134,2014-06-20,No,0.0,90.4,26.9,0.00831,324.3,284.9,301.3,5.1,43.0,13.4,14.9,41.0,9.0,6.7,1.33
48.0666999990624,-106.134,2014-06-21,No,0.0,97.3,25.7,0.00777,336.6,282.6,300.7,5.0,44.0,12.9,14.8,42.0,8.8,6.6,1.25
48.0666999990624,-106.134,2014-06-22,No,0.0,92.1,26.5,0.00736,334.8,282.7,299.4,4.6,43.0,12.3,14.6,43.0,8.3,6.3,1.18
48.0666999990624,-106.134,2014-06-23,No,0.0,77.3,23.7,0.00678,323.1,284.3,299.4,3.8,40.0,11.1,14.4,46.0,8.2,6.2,1.34
48.0666999990624,-106.134,2014-06-24,No,0.0,96.3,36.4,0.00897,267.8,285.0,298.5,2.7,34.0,11.7,14.0,44.0,5.8,4.7,0.94
48.0666999990624,-106.134,2014-06-25,No,1.9,92.0,35.5,0.00963,263.5,286.8,300.0,4.3,0.0,12.3,14.0,32.0,7.1,5.4,1.08
48.0666999990624,-106.134,2014-06-26,No,0.9,95.0,40.7,0.01083,219.1,288.1,300.1,2.7,0.0,12.7,14.1,31.0,5.4,4.4,0.98
48.0666999990624,-106.134,2014-06-27,No,0.0,100.0,45.7,0.01142,275.3,286.3,299.3,3.2,33.0,13.3,14.3,40.0,5.5,4.6,0.71
48.0666999990624,-106.134,2014-06-28,No,0.3,85.2,33.8,0.00904,242.6,287.1,299.6,4.1,39.0,12.5,14.1,42.0,7.0,5.3,1.15
48.0666999990624,-106.134,2014-06-29,No,1.8,79.0,27.9,0.00749,294.7,285.5,299.0,8.5,0.0,12.0,14.1,32.0,10.1,7.0,1.25
48.0666999990624,-106.134,2014-06-30,No,2.1,93.7,40.7,0.00827,190.6,284.2,295.6,9.4,0.0,12.9,14.3,30.0,6.8,4.7,0.76
48.0666999990624,-106.134,2014-07-01,No,0.0,100.0,37.4,0.00967,326.8,283.5,299.8,5.8,47.0,13.1,14.1,43.0,7.6,5.8,0.9
48.0666999990624,-106.134,2014-07-02,No,0.0,95.0,29.6,0.00878,338.5,285.2,301.4,2.2,32.0,12.7,13.9,45.0,7.0,5.8,1.29
48.0666999990624,-106.134,2014-07-03,No,0.0,82.9,23.5,0.00856,335.2,287.1,304.2,4.4,45.0,11.6,13.8,47.0,10.0,7.4,1.75
48.0666999990624,-106.134,2014-07-04,No,0.0,91.0,21.8,0.01019,334.8,288.2,308.3,3.6,42.0,11.1,13.7,49.0,10.2,7.7,2.15
48.0666999990624,-106.134,2014-07-05,No,0.0,75.0,15.5,0.00769,286.5,287.1,307.7,4.3,49.0,9.9,13.4,52.0,11.3,7.9,2.38
48.0666999990624,-106.134,2014-07-06,No,4.6,81.3,18.1,0.00819,303.9,286.7,306.8,3.8,0.0,10.8,13.6,36.0,10.2,7.4,2.15
48.0666999990624,-106.134,2014-07-07,No,0.5,97.8,32.2,0.0089,258.8,284.9,300.5,5.4,48.0,11.6,13.6,45.0,7.9,5.8,1.16
48.0666999990624,-106.134,2014-07-08,No,0.0,92.2,26.9,0.00874,335.9,285.6,302.7,2.8,38.0,11.4,13.3,48.0,7.8,6.2,1.47
48.0666999990624,-106.134,2014-07-09,No,11.0,72.2,16.9,0.00753,336.7,287.5,306.3,2.9,0.0,13.4,14.1,32.0,9.6,7.2,2.21
48.0666999990624,-106.134,2014-07-10,No,8.4,81.3,20.8,0.00919,329.6,288.5,307.1,3.9,0.0,14.4,14.8,29.0,10.5,7.7,2.13
48.0666999990624,-106.134,2014-07-11,No,0.0,94.7,32.8,0.00954,331.0,286.5,301.4,3.8,37.0,13.7,14.8,40.0,7.9,6.2,1.24
48.0666999990624,-106.134,2014-07-12,No,0.0,94.5,24.1,0.00831,332.4,284.4,303.3,3.0,34.0,13.0,14.8,42.0,8.2,6.4,1.56
48.0666999990624,-106.134,2014-07-13,No,0.0,95.6,21.0,0.00687,333.0,281.4,301.9,4.0,41.0,12.5,14.6,44.0,8.9,6.6,1.48
48.0666999990624,-106.134,2014-07-14,No,0.0,94.1,27.9,0.00711,336.1,282.2,298.7,3.2,36.0,12.3,14.6,43.0,7.2,5.7,1.13
48.0666999990624,-106.134,2014-07-15,No,0.0,80.9,22.2,0.00656,337.1,283.4,300.4,2.9,37.0,11.2,14.3,46.0,7.8,6.1,1.44
48.0666999990624,-106.134,2014-07-16,No,0.0,73.8,16.6,0.00675,329.2,285.4,304.6,2.1,35.0,10.0,13.7,50.0,7.9,6.2,1.99
48.0666999990624,-106.134,2014-07-17,No,0.0,81.0,18.2,0.00856,327.7,287.5,307.6,2.5,38.0,9.5,13.4,52.0,8.8,6.8,2.25
48.0666999990624,-106.134,2014-07-18,No,0.0,87.3,24.1,0.00783,317.4,284.8,302.3,4.5,48.0,9.7,13.3,51.0,9.2,6.7,1.52
48.0666999990624,-106.134,2014-07-19,No,0.0,75.5,15.1,0.00762,320.7,286.8,307.9,4.3,51.0,9.0,13.1,54.0,11.5,8.2,2.4
48.0666999990624,-106.134,2014-07-20,No,0.0,74.3,15.9,0.00802,313.4,287.9,308.1,5.6,60.0,8.5,12.8,56.0,13.0,9.0,2.44
48.0666999990624,-106.134,2014-07-21,No,0.0,99.6,32.6,0.00971,204.3,286.0,301.8,3.9,43.0,10.1,12.9,50.0,6.7,4.9,1.23
48.0666999990624,-106.134,2014-07-22,No,0.0,100.0,31.3,0.01082,261.4,287.4,304.3,1.8,32.0,11.1,12.9,49.0,6.0,5.0,1.44
48.0666999990624,-106.134,2014-07-23,No,1.8,92.9,25.5,0.011,266.3,289.1,307.5,3.8,0.0,11.7,12.8,36.0,9.1,6.7,1.95
48.0666999990624,-106.134,2014-07-24,No,3.2,100.0,28.1,0.01196,309.5,283.5,307.6,3.8,0.0,13.0,13.1,34.0,8.7,6.6,1.54
48.0666999990624,-106.134,2014-07-25,No,0.0,71.2,16.5,0.00631,322.9,285.0,303.4,7.0,64.0,11.2,12.9,52.0,12.6,8.6,1.9
48.0666999990624,-106.134,2014-07-26,No,0.0,86.0,25.5,0.00709,225.6,283.6,299.8,6.6,58.0,10.9,12.9,49.0,9.1,6.2,1.31
48.0666999990624,-106.134,2014-07-27,No,0.0,100.0,28.3,0.00884,313.3,284.3,302.2,2.6,37.0,11.7,13.0,49.0,7.0,5.6,1.33
48.0666999990624,-106.134,2014-07-28,No,0.0,79.3,17.8,0.00755,300.8,285.9,305.6,2.0,37.0,10.7,12.8,53.0,7.5,5.9,2.04
48.0666999990624,-106.134,2014-07-29,No,0.0,82.1,17.4,0.00784,310.9,285.9,306.6,2.0,38.0,10.1,12.5,54.0,7.8,6.1,2.13
48.0666999990624,-106.134,2014-07-30,No,0.0,72.9,16.2,0.00782,311.9,287.9,307.5,2.1,40.0,9.2,12.2,57.0,8.2,6.3,2.37
48.0666999990624,-106.134,2014-07-31,No,1.2,58.0,10.9,0.00711,311.9,290.4,310.5,2.5,0.0,8.5,11.8,44.0,9.8,7.3,3.12
48.0666999990624,-106.134,2014-08-01,No,0.4,69.9,14.7,0.00705,299.7,286.6,307.4,1.1,35.0,8.1,11.8,60.0,6.4,5.3,2.4
48.0666999990624,-106.134,2014-08-02,No,1.2,73.5,22.5,0.00842,296.3,288.6,304.9,2.7,0.0,8.5,11.8,43.0,8.1,6.2,1.95
48.0666999990624,-106.134,2014-08-03,No,1.9,71.4,24.0,0.00891,258.6,290.0,304.9,1.8,0.0,9.0,11.8,42.0,6.5,5.2,1.96
48.0666999990624,-106.134,2014-08-04,No,0.0,84.0,32.9,0.01103,282.8,290.6,304.2,3.3,45.0,9.5,11.7,55.0,7.7,6.0,1.57
48.0666999990624,-106.134,2014-08-05,No,0.0,88.1,44.6,0.01099,198.3,289.7,299.6,4.8,48.0,10.5,11.7,50.0,6.3,4.6,1.0
48.0666999990624,-106.134,2014-08-06,No,0.0,100.0,36.4,0.01203,276.5,288.3,304.2,3.2,42.0,11.8,11.8,52.0,6.9,5.5,1.29
48.0666999990624,-106.134,2014-08-07,No,0.0,88.7,21.4,0.01051,287.7,288.9,309.5,2.7,43.0,11.4,11.7,55.0,8.7,6.6,2.33
48.0666999990624,-106.134,2014-08-08,No,0.0,64.1,14.5,0.00807,286.4,290.2,309.9,2.4,43.0,9.8,11.5,59.0,9.0,6.6,2.86
48.0666999990624,-106.134,2014-08-09,No,0.0,100.0,29.6,0.00908,245.7,283.9,302.3,3.4,44.0,11.2,11.7,53.0,6.9,5.2,1.29
48.0666999990624,-106.134,2014-08-10,No,0.0,77.9,20.8,0.00747,272.1,285.7,303.8,1.9,38.0,10.4,11.6,57.0,6.6,5.2,1.81
48.0666999990624,-106.134,2014-08-11,No,0.0,70.6,15.2,0.00721,258.6,286.8,307.3,2.8,45.0,9.5,11.4,59.0,8.6,6.2,2.38
48.0666999990624,-106.134,2014-08-12,No,0.0,72.5,15.7,0.0083,281.1,288.6,309.4,2.6,46.0,8.9,11.2,61.0,8.8,6.5,2.65
48.0666999990624,-106.134,2014-08-13,No,0.0,70.7,22.4,0.00873,252.6,289.8,305.6,2.8,46.0,8.6,10.9,61.0,7.9,5.8,2.06
48.0666999990624,-106.134,2014-08-14,No,14.5,70.2,18.8,0.00937,262.6,291.1,309.2,1.2,0.0,12.2,12.0,38.0,6.1,5.0,2.6
48.0666999990624,-106.134,2014-08-15,No,1.2,93.2,35.8,0.01196,215.1,290.1,304.3,2.4,0.0,12.8,12.3,35.0,5.8,4.6,1.42
48.0666999990624,-106.134,2014-08-16,No,0.0,86.9,31.3,0.01025,237.7,288.8,303.6,2.6,37.0,12.4,12.3,49.0,6.5,5.0,1.51
48.0666999990624,-106.134,2014-08-17,No,0.0,75.1,25.9,0.00844,189.3,288.2,302.9,3.9,45.0,11.4,12.3,51.0,7.7,5.4,1.67
48.0666999990624,-106.134,2014-08-18,No,0.0,98.8,31.3,0.01057,261.4,287.2,304.2,3.8,44.0,12.3,12.4,50.0,7.6,5.7,1.45
48.0666999990624,-106.134,2014-08-19,No,0.0,85.4,20.3,0.00978,253.6,288.4,308.9,2.7,41.0,11.6,12.4,52.0,8.2,6.0,2.32
48.0666999990624,-106.134,2014-08-20,No,0.0,71.0,26.3,0.0079,159.4,288.1,301.6,3.1,41.0,10.7,12.3,52.0,6.4,4.5,1.59
48.0666999990624,-106.134,2014-08-21,No,17.6,90.8,46.4,0.01025,152.9,288.1,297.9,2.2,0.0,15.0,13.2,30.0,3.9,3.1,0.85
48.0666999990624,-106.134,2014-08-22,No,23.2,100.0,64.4,0.01107,114.9,286.8,294.3,1.7,0.0,18.8,14.7,22.0,2.3,2.0,0.35
48.0666999990624,-106.134,2014-08-23,No,49.9,100.0,100.0,0.01198,97.7,283.0,288.4,5.5,0.0,23.1,16.4,11.0,0.9,1.0,0.0
48.0666999990624,-106.134,2014-08-24,No,7.3,100.0,88.7,0.0095,59.4,281.0,287.3,6.8,0.0,24.4,17.5,10.0,0.5,0.5,0.0
48.0666999990624,-106.134,2014-08-25,No,0.0,100.0,51.1,0.00729,121.3,279.1,291.0,5.1,27.0,22.1,17.8,21.0,3.2,2.3,0.38
48.0666999990624,-106.134,2014-08-26,No,0.0,100.0,29.0,0.00737,257.9,279.8,299.1,1.9,21.0,19.9,18.0,27.0,5.0,4.0,1.05
48.0666999990624,-106.134,2014-08-27,No,0.0,95.6,22.9,0.00846,253.4,284.3,304.7,2.8,25.0,17.8,18.1,29.0,7.2,5.3,1.7
45.429099999057,-109.0556,2015-08-01,No,0.0,52.2,9.5,0.00531,290.5,285.8,306.9,3.3,53.0,7.2,11.5,64.0,10.2,7.3,2.62
45.429099999057,-109.0556,2015-08-02,No,0.0,55.0,11.5,0.00526,287.4,284.7,304.6,2.5,47.0,6.8,11.3,65.0,8.3,6.2,2.24
45.429099999057,-109.0556,2015-08-03,No,0.0,66.2,15.0,0.00627,283.5,284.3,304.3,2.4,48.0,6.8,10.9,66.0,7.9,6.0,2.05
45.429099999057,-109.0556,2015-08-04,No,2.2,82.0,29.8,0.00753,236.5,283.7,298.2,3.5,0.0,8.7,11.1,44.0,6.5,4.9,1.15
45.429099999057,-109.0556,2015-08-05,No,9.4,87.0,24.5,0.00772,262.8,283.1,301.4,2.4,0.0,12.6,12.2,37.0,6.5,5.1,1.43
45.429099999057,-109.0556,2015-08-06,No,2.8,95.0,27.6,0.00795,264.9,282.1,300.2,4.1,0.0,13.6,12.5,35.0,7.4,5.5,1.23
45.429099999057,-109.0556,2015-08-07,No,0.0,81.4,22.4,0.00651,268.7,281.6,299.7,2.5,38.0,12.4,12.5,50.0,6.5,5.0,1.37
45.429099999057,-109.0556,2015-08-08,No,6.8,90.1,43.6,0.00726,175.8,281.6,292.2,1.4,0.0,14.9,13.5,30.0,3.3,2.8,0.62
45.429099999057,-109.0556,2015-08-09,No,0.0,100.0,30.6,0.00905,270.1,280.9,300.9,1.9,30.0,14.8,13.7,42.0,5.5,4.5,1.1
45.429099999057,-109.0556,2015-08-10,No,0.0,83.9,19.5,0.00728,273.7,282.8,303.5,1.8,32.0,13.2,13.6,46.0,6.4,5.1,1.73
45.429099999057,-109.0556,2015-08-11,No,0.0,65.8,13.9,0.00667,271.5,285.4,306.4,1.9,35.0,11.2,13.3,51.0,7.2,5.5,2.32
45.429099999057,-109.0556,2015-08-12,No,0.0,62.8,17.4,0.00721,228.5,287.3,304.8,1.7,35.0,9.9,12.8,53.0,6.2,4.8,2.13
45.429099999057,-109.0556,2015-08-13,No,0.0,78.0,19.5,0.00882,266.6,286.9,306.9,3.1,44.0,9.5,12.5,55.0,8.6,6.3,2.16
45.429099999057,-109.0556,2015-08-14,No,0.0,57.5,16.2,0.00765,266.7,289.8,306.8,2.6,43.0,8.5,12.3,57.0,8.4,6.2,2.48
45.429099999057,-109.0556,2015-08-15,No,0.0,100.0,20.2,0.00826,257.8,281.6,305.2,4.7,54.0,10.2,12.3,55.0,9.6,6.7,1.77
45.429099999057,-109.0556,2015-08-16,No,0.0,86.2,29.4,0.00627,264.3,280.1,295.4,1.8,35.0,10.6,12.3,52.0,4.9,4.0,0.95
45.429099999057,-109.0556,2015-08-17,No,4.6,100.0,41.6,0.00712,222.1,277.6,292.5,1.6,0.0,13.7,13.0,32.0,3.5,3.0,0.53
45.429099999057,-109.0556,2015-08-18,No,3.8,100.0,56.0,0.00803,176.4,277.0,290.2,3.0,0.0,16.0,13.7,28.0,2.6,2.3,0.23
45.429099999057,-109.0556,2015-08-19,No,0.0,100.0,24.6,0.00632,255.5,277.3,297.9,2.8,35.0,15.5,13.6,43.0,5.9,4.5,1.08
45.429099999057,-109.0556,2015-08-20,No,0.0,70.5,22.9,0.00664,257.1,284.2,299.7,3.9,42.0,13.3,13.4,46.0,7.7,5.5,1.45
45.429099999057,-109.0556,2015-08-21,No,3.8,76.6,11.6,0.00517,257.0,279.2,304.2,4.1,0.0,13.2,13.9,33.0,9.8,6.7,1.99
45.429099999057,-109.0556,2015-08-22,No,0.0,100.0,30.6,0.00537,248.8,275.0,292.3,5.3,46.0,13.9,13.9,43.0,5.7,4.1,0.69
45.429099999057,-109.0556,2015-08-23,No,0.0,86.8,13.4,0.00433,259.1,274.7,299.4,2.3,35.0,12.8,13.9,47.0,6.3,4.7,1.44
45.429099999057,-109.0556,2015-08-24,No,0.0,55.6,7.8,0.00423,252.2,281.3,305.1,2.1,37.0,10.6,13.4,52.0,7.4,5.3,2.32
45.429099999057,-109.0556,2015-08-25,No,0.0,50.5,9.3,0.00499,247.6,285.3,306.1,3.0,45.0,9.0,12.9,56.0,9.0,6.3,2.52
45.429099999057,-109.0556,2015-08-26,No,0.0,54.9,13.0,0.00564,221.5,285.8,304.3,1.9,38.0,8.1,12.5,57.0,6.4,4.7,2.21
45.429099999057,-109.0556,2015-08-27,No,0.0,69.9,20.9,0.00681,204.6,284.7,301.4,2.8,43.0,8.2,12.4,56.0,6.6,4.8,1.63
45.429099999057,-109.0556,2015-08-28,No,0.0,62.8,14.6,0.00594,243.3,284.4,303.7,3.8,52.0,7.8,12.2,59.0,8.9,6.2,2.03
45.429099999057,-109.0556,2015-08-29,No,0.4,52.2,12.8,0.00552,231.6,286.4,304.2,4.3,56.0,7.4,11.8,61.0,9.9,6.7,2.23
45.429099999057,-109.0556,2015-08-30,No,0.0,79.2,17.2,0.00628,224.3,281.5,302.6,4.5,57.0,8.1,11.8,60.0,8.9,6.0,1.72
45.429099999057,-109.0556,2015-08-31,No,0.0,57.0,14.2,0.00462,241.4,282.2,299.8,4.2,57.0,7.6,11.5,62.0,8.6,5.9,1.67
45.429099999057,-109.0556,2015-09-01,No,0.0,40.0,6.6,0.00408,243.1,285.6,304.7,2.7,51.0,6.6,11.1,67.0,8.2,5.7,2.47
45.429099999057,-109.0556,2015-09-02,No,1.7,39.7,7.7,0.00456,239.3,287.4,305.2,4.0,0.0,6.7,11.0,49.0,10.3,6.9,2.56
45.429099999057,-109.0556,2015-09-03,No,1.9,60.9,16.0,0.00503,233.3,282.0,298.9,3.2,0.0,7.6,11.0,47.0,7.0,4.9,1.51
45.429099999057,-109.0556,2015-09-04,No,0.0,77.9,30.2,0.00608,225.8,281.0,294.0,3.1,47.0,8.5,11.1,59.0,5.1,3.8,0.9
45.429099999057,-109.0556,2015-09-05,No,0.0,100.0,38.4,0.00789,193.7,279.5,294.9,2.1,36.0,11.0,11.2,53.0,3.7,3.0,0.66
45.429099999057,-109.0556,2015-09-06,No,0.0,65.0,20.0,0.00428,232.2,278.6,293.6,4.4,55.0,10.1,11.1,58.0,6.6,4.6,1.05
45.429099999057,-109.0556,2015-09-07,No,0.3,53.9,12.7,0.00321,231.2,277.3,294.2,3.6,52.0,9.1,10.9,61.0,6.6,4.5,1.21
45.429099999057,-109.0556,2015-09-08,No,0.0,66.9,15.5,0.00409,221.1,277.5,295.9,2.8,47.0,8.7,10.9,62.0,5.8,4.1,1.22
45.429099999057,-109.0556,2015-09-09,No,0.0,51.7,12.0,0.00433,208.9,282.3,299.8,3.5,55.0,8.0,10.6,65.0,7.6,5.1,1.71
45.429099999057,-109.0556,2015-09-10,No,0.0,61.4,15.9,0.00501,208.5,281.8,298.9,2.4,47.0,7.8,10.5,65.0,5.8,4.1,1.51
45.429099999057,-109.0556,2015-09-11,No,0.0,73.9,17.8,0.00571,219.1,280.9,299.8,1.1,38.0,8.2,10.4,65.0,4.1,3.3,1.46
45.429099999057,-109.0556,2015-09-12,No,0.0,60.3,11.9,0.00547,219.9,283.4,303.8,2.3,48.0,7.8,10.1,68.0,6.6,4.7,2.06
45.429099999057,-109.0556,2015-09-13,No,0.0,50.7,8.5,0.00466,218.3,283.7,304.6,4.5,67.0,7.2,9.9,70.0,10.2,6.7,2.3
45.429099999057,-109.0556,2015-09-14,No,0.0,54.8,11.5,0.00499,215.2,283.5,302.6,2.8,54.0,6.9,9.8,70.0,7.1,4.9,1.99
45.429099999057,-109.0556,2015-09-15,No,0.3,79.1,31.2,0.00603,166.5,280.6,293.4,3.3,49.0,8.4,9.9,62.0,4.6,3.3,0.85
45.429099999057,-109.0556,2015-09-16,No,0.3,100.0,46.8,0.00698,149.2,278.8,290.3,2.4,37.0,11.4,10.3,53.0,2.8,2.2,0.44
45.429099999057,-109.0556,2015-09-17,No,1.5,75.8,34.5,0.00495,136.0,278.3,289.0,2.1,0.0,11.8,10.5,41.0,3.1,2.3,0.64
45.429099999057,-109.0556,2015-09-18,No,0.0,79.8,31.3,0.00517,195.5,278.2,290.9,3.2,45.0,11.7,10.5,56.0,4.3,3.1,0.72
45.429099999057,-109.0556,2015-09-19,No,0.0,62.8,18.1,0.00448,195.6,279.8,295.5,3.9,54.0,10.5,10.4,61.0,6.4,4.3,1.21
45.429099999057,-109.0556,2015-09-20,No,0.0,46.3,12.9,0.00466,201.3,285.2,300.1,5.0,65.0,9.1,10.3,64.0,9.1,5.9,1.83
45.429099999057,-109.0556,2015-09-21,No,0.0,64.7,12.4,0.00479,197.4,280.3,301.0,4.8,65.0,8.6,10.2,66.0,8.8,5.7,1.71
45.429099999057,-109.0556,2015-09-22,No,0.0,76.4,17.9,0.00525,194.7,279.1,298.3,1.9,43.0,9.0,10.2,64.0,4.6,3.3,1.32
45.429099999057,-109.0556,2015-09-23,No,0.0,66.5,14.7,0.00552,196.3,282.0,301.5,2.4,48.0,8.7,10.0,66.0,5.9,4.1,1.72
45.429099999057,-109.0556,2015-09-24,No,0.0,65.6,13.7,0.00565,192.2,282.5,302.8,1.9,45.0,8.4,9.8,67.0,5.4,3.8,1.87
45.429099999057,-109.0556,2015-09-25,No,0.0,45.4,8.1,0.00482,192.7,286.1,305.7,2.9,56.0,7.4,9.6,71.0,7.8,5.1,2.52
45.429099999057,-109.0556,2015-09-26,No,0.0,47.5,7.9,0.00445,179.5,284.1,304.6,4.0,67.0,6.8,9.4,73.0,9.2,5.9,2.33
45.429099999057,-109.0556,2015-09-27,No,0.5,64.3,17.2,0.00474,174.9,280.2,297.1,2.2,0.0,7.4,9.5,52.0,4.7,3.3,1.32
45.429099999057,-109.0556,2015-09-28,No,0.0,79.2,24.2,0.00499,182.2,277.8,293.7,1.5,40.0,8.6,9.6,66.0,3.3,2.5,0.93
45.429099999057,-109.0556,2015-09-29,No,0.0,73.8,16.9,0.00497,184.8,278.8,298.1,2.1,46.0,8.9,9.5,67.0,4.7,3.3,1.33
45.429099999057,-109.0556,2015-09-30,No,0.0,47.0,10.3,0.00391,182.4,282.3,299.6,2.6,53.0,8.0,9.3,71.0,6.0,4.0,1.76
45.429099999057,-109.0556,2015-10-01,No,0.5,47.4,18.7,0.00382,135.6,281.6,292.7,1.7,43.0,7.8,9.2,68.0,3.6,2.5,1.15
45.429099999057,-109.0556,2015-10-02,No,13.8,66.4,36.9,0.00564,147.7,282.2,290.2,2.2,0.0,12.2,10.5,41.0,3.3,2.4,0.74
45.429099999057,-109.0556,2015-10-03,No,12.2,100.0,82.0,0.00791,69.7,275.8,284.4,2.5,0.0,17.8,12.2,26.0,0.7,0.7,0.0
45.429099999057,-109.0556,2015-10-04,No,0.0,100.0,78.5,0.00634,69.1,275.7,281.7,1.6,20.0,19.1,12.8,29.0,0.8,0.8,0.02
45.429099999057,-109.0556,2015-10-05,No,0.0,100.0,35.6,0.006,169.8,275.6,291.6,1.3,25.0,18.7,13.2,38.0,2.4,1.9,0.58
45.429099999057,-109.0556,2015-10-06,No,0.0,100.0,33.8,0.007,169.5,277.0,294.8,0.6,23.0,18.4,13.5,38.0,2.0,1.8,0.7
45.429099999057,-109.0556,2015-10-07,No,0.6,66.9,26.0,0.00588,142.4,282.7,295.4,3.1,0.0,15.7,13.6,30.0,4.7,3.2,1.11
45.429099999057,-109.0556,2015-10-08,No,0.0,78.7,39.4,0.00671,91.2,282.1,292.0,3.6,35.0,14.6,13.7,40.0,3.6,2.4,0.71
45.429099999057,-109.0556,2015-10-09,No,0.0,73.6,23.4,0.00689,135.3,283.5,299.5,4.0,43.0,13.2,13.4,46.0,6.1,4.0,1.37
45.429099999057,-109.0556,2015-10-10,No,0.0,42.2,13.9,0.00533,163.1,288.5,301.6,5.0,55.0,10.9,12.7,53.0,9.0,5.6,2.07
45.429099999057,-109.0556,2015-10-11,No,0.0,66.1,20.0,0.00453,157.9,279.0,294.6,7.9,69.0,10.2,12.5,53.0,7.9,5.0,1.1
